method,episode,seed,backend,success,steps,elapsed_seconds,recovery_attempts,recovery_successes,detector_triggers,recovery_steps,failure_probability_max,recovery_definition,terminated,truncated,failure_reason,noise_level,noise_percent,action_noise_std,observation_noise_std,object_impulse_std_m,condition_index,Profile
REIM (ACT + Detector + Recovery),13,6000055,metaworld,True,51,0.7227498909996939,0,0,0,0,0.17405110597610474,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),14,6000056,metaworld,True,56,0.6680943869996554,0,0,0,0,0.11686310917139053,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),15,6000057,metaworld,True,44,1.100006452999878,1,1,1,36,0.4063047170639038,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),16,6000058,metaworld,True,56,1.1298517329996685,1,1,1,39,0.31515559554100037,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),17,6000059,metaworld,True,55,0.46110616700025275,0,0,0,0,0.09207379817962646,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),18,6000060,metaworld,True,45,0.829404350999539,1,1,1,37,0.2824229896068573,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),19,6000061,metaworld,True,50,0.8676111019995005,1,1,1,40,0.2802259922027588,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),20,6000062,metaworld,True,54,0.3905725389995496,0,0,0,0,0.15684418380260468,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),21,6000063,metaworld,True,57,0.8309476459999132,1,1,1,31,0.2092832624912262,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),22,6000064,metaworld,True,50,0.47663927900066483,0,0,0,0,0.10723678767681122,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),23,6000065,metaworld,True,51,0.5902342940007657,0,0,0,0,0.1677646040916443,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),24,6000066,metaworld,True,59,0.7050775540010363,0,0,0,0,0.1695513129234314,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),25,6000067,metaworld,True,53,0.5254483999997319,0,0,0,0,0.13756391406059265,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),26,6000068,metaworld,True,56,1.1668658859998686,1,1,1,35,0.2515467703342438,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),27,6000069,metaworld,True,54,0.5678723990004073,0,0,0,0,0.09814134240150452,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),28,6000070,metaworld,True,52,0.520367584998894,0,0,0,0,0.16526877880096436,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),29,6000071,metaworld,True,56,0.9538552850008273,0,0,0,0,0.11686310917139053,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
REIM (ACT + Detector + Recovery),30,6000072,metaworld,True,56,0.8277568480007176,0,0,0,0,0.11686310917139053,task_success_while_recovery_active_per_intervention,True,False,,0.0,0.0,0.0,0.0,0.0,0,full
